Id,organism,seedid,kingdom,phylum,mclass,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,phenotype,imgid,ncbiid,platform,kbaseid
bio/PARDI,"""Parabacteroides distasonis ATCC 8503""","""Parabacteroides distasonis ATCC 8503 (435591.13)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,845,2519,1459,Eugen Bauer,2014-08-03,3.0,640753039.0,435591.0,dcs:DataCollectionPlatformKbase,
bio/PARGO,"""Parabacteroides goldsteinii dnLKV18""","""Parabacteroides goldsteinii dnLKV18 (1235789.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,949,1345,1056,chenry,2016-04-15,,2563367169.0,1235789.0,dcs:DataCollectionPlatformModelSEED,kb|g.31352
bio/PARGO,"""Parabacteroides gordonii DSM 23371""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,,831,1308,1028,chenry,2016-04-15,,,1122931.0,dcs:DataCollectionPlatformModelSEED,kb|g.207225
bio/PARJO,"""Parabacteroides johnsonii DSM 18315""","""Parabacteroides johnsonii DSM 18315 (537006.5)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,751,2446,1386,Ines Thiele,2012-04-20,1.0,642979358.0,537006.0,dcs:DataCollectionPlatformModelSEED,
bio/PARME,"""Parabacteroides merdae ATCC 43184""","""Parabacteroides merdae ATCC 43184 (411477.4)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,732,2474,1396,Ines Thiele,2012-04-20,1.0,640963016.0,411477.0,dcs:DataCollectionPlatformModelSEED,
bio/PARSP,"""Parabacteroides sp. D13""","""Parabacteroides sp. D13 (563193.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,824,2374,1395,Ines Thiele,2012-06-29,4.0,646206279.0,563193.0,dcs:DataCollectionPlatformKbase,
bio/PARYE,"""Paracoccus yeei ATCC BAA-599""","""nan""",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,1140,1525,1140,Laura Kutt,2016-04-19,,,1446473.0,dcs:DataCollectionPlatformKbase,kb|g.242186
bio/PARCL,"""Paraprevotella clara YIT 11840""","""Paraprevotella clara YIT 11840 (762968.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,,743,1946,1285,Laura Kutt,2016-04-17,,,762968.0,dcs:DataCollectionPlatformKbase,kb|g.27713
bio/PARXY,"""Paraprevotella xylaniphila YIT 11841""","""Paraprevotella xylaniphila YIT 11841 (762982.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,,668,1098,894,Laura Kutt,2016-04-17,,651324083.0,762982.0,dcs:DataCollectionPlatformKbase,kb|g.3278
bio/PAREX,"""Parasutterella excrementihominis YIT 11859""","""Parasutterella excrementihominis YIT 11859 (762966.3)""",Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Suterellaceae,Parasutterella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_respiratory,dcs:BacteriaGramStainTypeNegative,,651,1080,912,Laura Kutt,2016-04-19,,651324084.0,762966.0,dcs:DataCollectionPlatformModelSEED,kb|g.3277
bio/PARMI,"""Parvimonas micra ATCC 33270""","""Parvimonas micra ATCC 33270 (411465.10)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Parvimonas,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,375,726,636,Ines Thiele,2012-06-25,4.0,641380421.0,411465.0,dcs:DataCollectionPlatformModelSEED,
bio/PEDAC,"""Pediococcus acidilactici 7_4""","""Pediococcus acidilactici 7_4 (563194.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,600,1508,1037,Ines Thiele,2012-06-29,1.0,647533194.0,563194.0,dcs:DataCollectionPlatformModelSEED,
bio/PEDAC,"""Pediococcus acidilactici DSM 20284""","""Pediococcus acidilactici DSM 20284 (862514.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,574,855,713,Ines Thiele,2012-06-29,4.0,649989981.0,862514.0,dcs:DataCollectionPlatformModelSEED,
bio/PEDPE,"""Pediococcus pentosaceus ATCC 25745""","""Pediococcus pentosaceus ATCC 25745 (278197.10)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_or_respiratory,dcs:BacteriaGramStainTypePositive,,568,1076,826,Laura Kutt,2016-04-18,,639633049.0,278197.0,dcs:DataCollectionPlatformModelSEED,kb|g.647
bio/PEPHA,"""Peptoniphilus harei ACS-146-V-Sch2b""","""Peptoniphilus harei ACS-146-V-Sch2b (908338.3)""",Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic_peptone_and_oligopeptides_as_main_energy_source,dcs:BacteriaGramStainTypePositive,,513,1105,876,Laura Kutt,2016-04-18,,649989982.0,908338.0,dcs:DataCollectionPlatformModelSEED,kb|g.3675
bio/PEPIN,"""Peptoniphilus indolicus ATCC 29427""","""nan""",Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic_peptone_and_oligopeptides_as_main_energy_source,dcs:BacteriaGramStainTypePositive,,540,1053,828,Laura Kutt,2016-04-18,,2513237301.0,997350.0,dcs:DataCollectionPlatformKbase,kb|g.28898
bio/PEPLA,"""Peptoniphilus lacrimalis DSM 7455""","""Peptoniphilus lacrimalis DSM 7455 (1122949.3)""",Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAaccharolytic_peptone_and_oligopeptides_as_main_energy_source,dcs:BacteriaGramStainTypePositive,,486,1069,857,Laura Kutt,2016-04-18,,,1122949.0,dcs:DataCollectionPlatformKbase,kb|g.29655
bio/PEPTI,"""Peptoniphilus timonensis JC401""","""nan""",Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,,,,,480,1026,839,Laura Kutt,2016-04-18,,2619619100.0,1095770.0,dcs:DataCollectionPlatformKbase,kb|g.24182
bio/PEPAN,"""Peptostreptococcus anaerobius DSM 2949""","""Peptostreptococcus anaerobius DSM 2949 (1122950.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,594,1175,906,Laura Kutt,2016-04-18,,,1035196.0,dcs:DataCollectionPlatformKbase,kb|g.29656
bio/PEPST,"""Peptostreptococcus stomatis DSM 17678""","""Peptostreptococcus stomatis DSM 17678 (596315.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,508,1105,871,Laura Kutt,2016-04-18,,648276712.0,596315.0,dcs:DataCollectionPlatformModelSEED,kb|g.2602
bio/PHASU,"""Phascolarctobacterium succinatutens YIT 12067""","""Phascolarctobacterium sp. YIT 12067 (626939.3)""",Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic_ferments_only_succinate,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,560,1019,833,Ines Thiele,2012-06-29,3.0,649989983.0,626939.0,dcs:DataCollectionPlatformModelSEED,
bio/PLESH,"""Plesiomonas shigelloides 302-73""","""Plesiomonas shigelloides 302-73 (1315976.3)""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypeNegative,,981,1558,1123,Laura Kutt,2016-04-18,,,1315976.0,dcs:DataCollectionPlatformModelSEED,kb|g.31988
bio/PORAS,"""Porphyromonas asaccharolytica DSM 20707""","""Porphyromonas asaccharolytica DSM 20707 (879243.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPutative_Pathogen,479,944,805,chenry,2016-04-15,,2504756018.0,879243.0,dcs:DataCollectionPlatformModelSEED,kb|g.3543
bio/POREN,"""Porphyromonas endodontalis ATCC 35406""","""Porphyromonas endodontalis ATCC 35406 (553175.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic,dcs:BacteriaGramStainTypeNegative,,462,974,795,chenry,2016-04-15,,643886148.0,553175.0,dcs:DataCollectionPlatformKbase,kb|g.2242
bio/PORGN,"""Porphyromonas gingivalis W83""","""Porphyromonas gingivalis W83 (242619.8)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic_proteolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,458,1036,870,Eugen Bauer,2014-08-03,1.0,637000209.0,242619.0,dcs:DataCollectionPlatformKbase,
bio/PORSO,"""Porphyromonas somerae DSM 23386""","""Porphyromonas somerae DSM 23386 (1122975.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeAsaccharolytic,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,510,1042,853,chenry,2016-04-15,,,1122975.0,dcs:DataCollectionPlatformModelSEED,kb|g.29662
bio/PORUE,"""Porphyromonas uenonis 60-3""","""Porphyromonas uenonis 60-3 (596327.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,dcs:OxygenRequirementStatusObligate_anaerobe,,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,478,962,820,Laura Kutt,2016-05-29,,643886142.0,596327.0,dcs:DataCollectionPlatformModelSEED,kb|g.2611
bio/PORUE,"""Porphyromonas uenonis DSM 23387 ""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,dcs:OxygenRequirementStatusObligate_anaerobe,,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,432,935,810,chenry,2016-04-15,,,1122976.0,dcs:DataCollectionPlatformModelSEED,kb|g.242244
bio/PREAL,"""Prevotella albensis DSM 11370 ""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,555,1058,892,chenry,2016-04-15,,,1122978.0,dcs:DataCollectionPlatformModelSEED,kb|g.207235
bio/PREBI,"""Prevotella bivia DSM 20514""","""Prevotella bivia DSM 20514 (868129.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,514,1039,827,Laura Kutt,2016-04-17,,,868129.0,dcs:DataCollectionPlatformKbase,kb|g.27853
bio/PREBR,"""Prevotella brevis ATCC 19188""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,612,1089,900,chenry,2016-04-15,,,1408472.0,dcs:DataCollectionPlatformKbase,kb|g.242253
bio/PREBR,"""Prevotella bryantii  C21a ""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,622,1117,923,Laura Kutt,2016-05-30,,648276714.0,752555.0,dcs:DataCollectionPlatformKbase,kb|g.208709
bio/PREBR,"""Prevotella bryantii B14""","""Prevotella bryantii B14 (752555.5)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,712,1109,895,Laura Kutt,2016-04-17,,,1280705.0,dcs:DataCollectionPlatformKbase,kb|g.3220
bio/PREBU,"""Prevotella buccae ATCC 33574""","""Prevotella buccae ATCC 33574 (873513.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,651,1127,905,Laura Kutt,2016-04-17,,,873513.0,dcs:DataCollectionPlatformKbase,kb|g.3531
bio/PRECO,"""Prevotella conceptionensis  9403948""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,524,988,824,chenry,2016-04-15,,2551306135.0,1197728.0,dcs:DataCollectionPlatformKbase,kb|g.25401
bio/PRECO,"""Prevotella copri CB7, DSM 18205""","""Prevotella copri DSM 18205 (537011.5)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,1099,1634,1139,Ines Thiele,2012-06-25,3.0,2562617166.0,165179.0,dcs:DataCollectionPlatformKbase,
bio/PRECO,"""Prevotella corporis DSM 18810""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,455,945,812,chenry,2016-04-15,,,1122981.0,dcs:DataCollectionPlatformKbase,kb|g.207237
bio/PREDE,"""Prevotella denticola DSM20614""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,489,1013,832,Laura Kutt,2016-04-17,,,1122982.0,dcs:DataCollectionPlatformKbase,kb|g.207238
bio/PREDE,"""Prevotella denticola F0289""","""Prevotella denticola F0289 (767031.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,534,1060,859,Laura Kutt,2016-05-29,,650716073.0,767031.0,dcs:DataCollectionPlatformKbase,kb|g.3366
bio/PREDI,"""Prevotella disiens FB035-09AN""","""Prevotella disiens FB035-09AN (866771.4)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_proteolytic,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,516,960,806,Laura Kutt,2016-05-30,,,866771.0,dcs:DataCollectionPlatformKbase,kb|g.3459
bio/PREDI,"""Prevotella disiens JCM 6334 = ATCC 29426""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_proteolytic,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,456,947,804,Laura Kutt,2016-04-17,,2600254990.0,1235811.0,dcs:DataCollectionPlatformKbase,kb|g.208292
bio/PREEN,"""Prevotella enoeca  JCM 12259""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,552,951,820,chenry,2016-04-15,,2585427897.0,1235815.0,dcs:DataCollectionPlatformKbase,kb|g.242258
bio/PREIN,"""Prevotella intermedia 17""","""Prevotella intermedia 17 (246198.10)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,496,952,804,Laura Kutt,2016-05-29,,2667527552.0,246198.0,dcs:DataCollectionPlatformKbase,kb|g.26179
bio/PREIN,"""Prevotella intermedia ATCC 25611 = DSM 20706 ""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionPathogen,442,956,813,Laura Kutt,2016-04-17,,,1122984.0,dcs:DataCollectionPlatformKbase,kb|g.207239
bio/PRELO,"""Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930""","""Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930 (1122985.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,548,1037,850,Laura Kutt,2016-04-17,,,1122985.0,dcs:DataCollectionPlatformKbase,kb|g.29664
bio/PREME,"""Prevotella melaninogenica ATCC 25845""","""Prevotella melaninogenica ATCC 25845 (553174.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,541,1022,834,Laura Kutt,2016-04-17,,648028051.0,553174.0,dcs:DataCollectionPlatformKbase,kb|g.2241
bio/PRENA,"""Prevotella nanceiensis DSM 19126""","""Prevotella nanceiensis DSM 19126 (1122988.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,498,994,827,Laura Kutt,2016-04-17,,,1122988.0,dcs:DataCollectionPlatformKbase,kb|g.29667
bio/PRENI,"""Prevotella nigrescens ATCC 33563""","""Prevotella nigrescens ATCC 33563 (997352.4)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,489,964,818,Laura Kutt,2016-04-17,,651324089.0,997352.0,dcs:DataCollectionPlatformKbase,kb|g.28899
bio/PREOR,"""Prevotella oralis ATCC 33269""","""Prevotella oralis ATCC 33269 (873533.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,590,1079,871,Laura Kutt,2016-04-17,,,873533.0,dcs:DataCollectionPlatformKbase,kb|g.3533
bio/PREPA,"""Prevotella pallens ATCC 700821""","""Prevotella pallens ATCC 700821 (997353.4)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,507,976,845,Laura Kutt,2016-04-17,,651324090.0,997353.0,dcs:DataCollectionPlatformKbase,kb|g.28900
bio/PRERU,"""Prevotella ruminicola 23""","""Prevotella ruminicola 23 (264731.4)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,696,1146,919,Laura Kutt,2016-04-17,,646564560.0,264731.0,dcs:DataCollectionPlatformKbase,kb|g.559
bio/PRESA,"""Prevotella salivae DSM 15606""","""Prevotella salivae DSM 15606 (888832.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,525,2049,1160,Ines Thiele,2012-06-29,3.0,649989989.0,888832.0,dcs:DataCollectionPlatformKbase,
bio/PRESH,"""Prevotella shahii JCM 12083""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,623,1025,867,chenry,2016-04-15,,,1122991.0,dcs:DataCollectionPlatformKbase,kb|g.242275
bio/PREST,"""Prevotella stercorea DSM 18206""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,461,878,723,chenry,2014-09-09,,2513237318.0,1002367.0,dcs:DataCollectionPlatformKbase,kb|g.23116
bio/PRETI,"""Prevotella timonensis 4401737 = DSM 22865 = JCM 15640""","""nan""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,466,964,826,Laura Kutt,2016-04-17,,2600255039.0,1122992.0,dcs:DataCollectionPlatformKbase,kb|g.207241
bio/PRETI,"""Prevotella timonensis CRIS 5C-B1""","""Prevotella timonensis CRIS 5C-B1 (679189.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,490,949,802,Laura Kutt,2016-05-30,,647000295.0,679189.0,dcs:DataCollectionPlatformKbase,kb|g.2933
bio/PREVE,"""Prevotella veroralis DSM 19559""","""Prevotella veroralis DSM 19559 (1122993.3)""",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,dcs:OxygenRequirementStatusNanaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,511,1006,826,Laura Kutt,2016-04-17,,,1122993.0,dcs:DataCollectionPlatformKbase,kb|g.29670
